id,region,province_or_city,companyName,website,old_verdict,new_status,leadScore,stratum,reviewer,reviewed_at,entity_correct,official_website_correct,identity_correct,source_correct,verdict_correct,commercial_value_real,false_positive,false_negative,critical_contamination,notes,corrected_value
cmqtf1vaf0000kpvxhihq5n1j,Campania,BENEVENTO,SIEMENS HEALTHCARE S.R.L.,https://www.siemens.com/it/it.html?stc=wwsi122500,GARE_HIGH,SHADOW_UNVERIFIED,85,HIGH,,,,,,,,,,,,,
cmqi64po0008s2qzym2rztd7m,Campania,SALERNO,ZURICH INSURANCE PLC,,GARE_HIGH,SHADOW_UNVERIFIED,80,HIGH,,,,,,,,,,,,,
cmqi64pbr00362qzyzbmvatwf,Campania,NAPOLI,ASSITECA SPA,,GARE_HIGH,SHADOW_UNVERIFIED,70,HIGH,,,,,,,,,,,,,
cmqi64pgu005g2qzy50sx84j8,Campania,NAPOLI,SOCIETÀ COOPERATIVA LA SCUOLA OPEN SOURCE,,GARE_HIGH,SHADOW_UNVERIFIED,70,HIGH,,,,,,,,,,,,,
cmqi64pot00942qzycy7w540s,Campania,SALERNO,RAYS S.P.A.,,GARE_HIGH,SHADOW_UNVERIFIED,70,HIGH,,,,,,,,,,,,,
cmqi64pol00912qzy9ql227kk,Campania,SALERNO,NACATUR INTERNATIONAL IMPORT EXPORT S.R.L. A S.U.,,GARE_HIGH,SHADOW_UNVERIFIED,70,HIGH,,,,,,,,,,,,,
cmqi64p5v000g2qzy7p62nf8z,Campania,NAPOLI,ALSCO ITALIA SRL,http://www.alsco.it/,GARE_MEDIUM,SHADOW_UNVERIFIED,65,HIGH,,,,,,,,,,,,,
cmqi64p7n00172qzy0hb2iu4z,Campania,CASALNUOVO DI NAPOLI,ARCHIVOLTO S.R.L.,http://archivoltosrl.it/,GARE_MEDIUM,SHADOW_UNVERIFIED,65,HIGH,,,,,,,,,,,,,
cmqi64p92001t2qzyqvztesvs,Campania,NAPOLI,R.C.M. COSTRUZIONI,,GARE_MEDIUM,SHADOW_UNVERIFIED,65,HIGH,,,,,,,,,,,,,
cmqi64p8q001o2qzy0lfakqf3,Campania,ERCOLANO,EDIL ALTA S.R.L.,,GARE_MEDIUM,SHADOW_UNVERIFIED,65,HIGH,,,,,,,,,,,,,
cmqi64p9p00242qzy0g4zhmht,Campania,CASTELLAMMARE DI STABIA,GLM RISTORAZIONE SRL,,GARE_MEDIUM,SHADOW_UNVERIFIED,65,HIGH,,,,,,,,,,,,,
cmqi64pa1002a2qzyqu8n8ayv,Campania,NAPOLI,FRATELLI GENTILE F & R SRL,,GARE_MEDIUM,SHADOW_UNVERIFIED,65,HIGH,,,,,,,,,,,,,
cmqi64pbg00312qzyjgdbpzi2,Campania,NAPOLI,09109161217,,GARE_MEDIUM,SHADOW_UNVERIFIED,65,HIGH,,,,,,,,,,,,,
cmqi64pit006d2qzyxv2hbghx,Campania,CASERTA,CONSORZIO STABILE MEDIL S.C.A.R.L.,,GARE_MEDIUM,SHADOW_UNVERIFIED,65,HIGH,,,,,,,,,,,,,
cmqi64pns008o2qzyic4rrw8d,Campania,FISCIANO,EDIL-G.F. DI GRANATA FRANCESCO,,GARE_MEDIUM,SHADOW_UNVERIFIED,65,HIGH,,,,,,,,,,,,,
cmqi64ppb009b2qzyxqmcp4kf,Campania,NAPOLI,ALMAWAVE S.P.A.,,GARE_MEDIUM,SHADOW_UNVERIFIED,65,HIGH,,,,,,,,,,,,,
cmqtf1ve7001hkpvxmnbdn627,Campania,NOLA,SERVECO SRL,https://www.servecosrl.com/,GARE_MEDIUM,SHADOW_UNVERIFIED,65,HIGH,,,,,,,,,,,,,
cmqi64p5z000i2qzyrmutvwlg,Campania,GIUGLIANO IN CAMPANIA,SA.GE. IMPIANTI,https://www.sageisrl.it/,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64p6i000s2qzyg1dj27u6,Campania,PADULA,PERRUOLO INERTI SRL,http://www.perruoloinerti.it/,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64p7300102qzy2graybid,Campania,NAPOLI,F.LLI DI CARLO S.R.L.,https://www.automobilidicarlo.it/,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64p7s00192qzy85nf0p40,Campania,VALLESACCARDA,PANZA TRIVELLAZIONI,https://panzatrivellazionisrl.it/,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64p84001d2qzyqroh7uwq,Campania,CAMPAGNA,GHELLER,http://gheller.it/,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64p8g001j2qzy54is16ns,Campania,BRUSCIANO,ROMANO COSTRUZIONI SRL,http://www.romanocostruzionisrl.com/,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64p9k00222qzyob94umbm,Campania,SANTA MARINA,PERRUOLO INERTI SRL,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64pa8002e2qzy794ebej3,Campania,MONTEFORTE CILENTO,RESTAURI E COSTRUZIONI SRL,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64pak002k2qzyrg8bqfci,Campania,SANTA MARINA,VALDOTAINE COSTRUZIONI E SERVIZI S.R.L,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64pam002l2qzyuch89w2u,Campania,CASERTA,CONPAT SCARL,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64pb9002x2qzyvgbofy5p,Campania,MONTECORVINO ROVELLA,CARUSO DOMENICO,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64pds00452qzyhixi4ut3,Campania,CASALNUOVO DI NAPOLI,EDIL CAP SOC. COOP. ARL,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64pho005u2qzy3en9jto0,Campania,SALERNO,MSD ITALIA S.R.L.,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,HIGH,,,,,,,,,,,,,
cmqi64pnn008m2qzy4yktci7r,Campania,NAPOLI,CAE SPA,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,MEDIUM,,,,,,,,,,,,,
cmqi64pny008r2qzyh89h0z1i,Campania,SALERNO,BENEFIS SRL,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,MEDIUM,,,,,,,,,,,,,
cmqi64pnu008p2qzyp4iuhucd,Campania,SALERNO,NACATUR INTERNATIONAL IMPORT EXPORT S.R.L. A S.U.,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,MEDIUM,,,,,,,,,,,,,
cmqi64pnw008q2qzyje6dm7g8,Campania,SALERNO,BECTON DICKINSON ITALIA S.P.A.,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,MEDIUM,,,,,,,,,,,,,
cmqi64pov00952qzyceadsq4e,Campania,TORRE DEL GRECO,ATLANTE S.C.P.A.,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,MEDIUM,,,,,,,,,,,,,
cmqi64pp200982qzyg8pucfq7,Campania,SALERNO,DASIT,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,MEDIUM,,,,,,,,,,,,,
cmqi64pp8009a2qzy0nvxr4nb,Campania,NAPOLI,COSTRUZIONI MERIDIONALI S.R.L.,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,MEDIUM,,,,,,,,,,,,,
cmqi64pq6009p2qzyg5m7i2q2,Campania,NAPOLI,CONSORZIO STABILE ARTEMIDE,,GARE_MEDIUM,SHADOW_UNVERIFIED,60,MEDIUM,,,,,,,,,,,,,
cmqtf1vgi0029kpvxfwfysnb9,Campania,CARINARO,EDIL COPPOLA SRL,http://edilcoppolasrl.com/,GARE_MEDIUM,SHADOW_UNVERIFIED,60,MEDIUM,,,,,,,,,,,,,
cmqtf1vh4002hkpvxyd9fxqa5,Campania,CASERTA,THERMO FISHER DIAGNOSTICS S.P.A.,https://www.thermofisher.com/,GARE_MEDIUM,SHADOW_UNVERIFIED,60,MEDIUM,,,,,,,,,,,,,
cmqtf1vij002wkpvx6b2mw6zb,Campania,FORINO,SOCOS S.R.L.S.,https://support.google.com/local-guides?p=maps_policies,GARE_MEDIUM,SHADOW_UNVERIFIED,60,MEDIUM,,,,,,,,,,,,,
cmqtf1vio002ykpvxekskfm9a,Campania,FORINO,VIVENZIO COSTRUZIONI SRL,https://www.ance.av.it/imprese/vivenzio-costruzioni-srl/,GARE_MEDIUM,SHADOW_UNVERIFIED,60,MEDIUM,,,,,,,,,,,,,
cmqi64p8o001n2qzyiczi9ahh,Campania,SAN GIORGIO A CREMANO,ANGROS LAVORI S.R.L.,https://appaltiinrestauri.wixsite.com/appaltiinrestauri,GARE_MEDIUM,SHADOW_UNVERIFIED,55,MEDIUM,,,,,,,,,,,,,
cmqi64pkb006x2qzysek57720,Campania,FRATTAMAGGIORE,MARIA ISABELLA VERBICARO,,GARE_MEDIUM,SHADOW_UNVERIFIED,55,MEDIUM,,,,,,,,,,,,,
cmqi64p4p00002qzylujav4z0,Campania,SOLOPACA,RI.LA.CO. SRL,,GARE_MEDIUM,SHADOW_UNVERIFIED,50,MEDIUM,,,,,,,,,,,,,
cmqi64paw002r2qzy4ph0k3w5,Campania,CASTEL SAN GIORGIO,DAVIDE FINIZIO,,GARE_MEDIUM,SHADOW_UNVERIFIED,50,MEDIUM,,,,,,,,,,,,,
cmqi64p4w00012qzy00vc6kkj,Campania,,SCOGNAMIGLIO SRL,http://www.scognamiglio.napoli.it/,GARE_undefined,SHADOW_UNVERIFIED,45,MEDIUM,,,,,,,,,,,,,
cmqi64p5x000h2qzya3k9e3zs,Campania,,MIORELLI SERVICE S.P.A A SOCIO UNICO,http://www.miorelliservice.it/,GARE_undefined,SHADOW_UNVERIFIED,45,MEDIUM,,,,,,,,,,,,,
cmqi64p5q000e2qzyome73l06,Campania,,ROMEO GESTIONI S.P.A.,https://www.romeogestioni.com/gestioni/,GARE_undefined,SHADOW_UNVERIFIED,45,MEDIUM,,,,,,,,,,,,,
cmqi64p63000k2qzy0wuvkedh,Campania,,VELIA AMBIENTE S.R.L.,https://www.veliaambiente.it/,GARE_undefined,SHADOW_UNVERIFIED,45,MEDIUM,,,,,,,,,,,,,
cmqi64p6g000r2qzysdb1lwag,Campania,,ANGELONI ANGELO S.R.L.,https://www.angeloniangelo.com/,GARE_undefined,SHADOW_UNVERIFIED,45,MEDIUM,,,,,,,,,,,,,
cmqi64p6d000p2qzydw0am9rb,Campania,,NAPOLI OBIETTIVO VALORE SRL,https://www.napoliobiettivovalore.it/?ente=F839,GARE_undefined,SHADOW_UNVERIFIED,45,MEDIUM,,,,,,,,,,,,,
cmqi64p6s000v2qzyv2za3d2d,Campania,,ROMANO COSTRUZIONI SRL,http://www.romanocostruzionisrl.com/,GARE_undefined,SHADOW_UNVERIFIED,45,MEDIUM,,,,,,,,,,,,,
cmqi64p7500112qzydddjwbr5,Campania,,CONSORZIO PROGETTO MULTISERVIZI - CONSORZIO STABI,https://cpm-online.it/,GARE_undefined,SHADOW_UNVERIFIED,45,MEDIUM,,,,,,,,,,,,,
cmqi64p7m00162qzyymu1ssy1,Campania,,IRPINIA PIETRE S.P.A.,http://www.irpiniarecuperi.it/,GARE_undefined,SHADOW_UNVERIFIED,45,MEDIUM,,,,,,,,,,,,,
cmqi64p7p00182qzy1sytmnpv,Campania,,CO.GE.PA. COSTRUZIONI GENERALI PASSARELLI S.P.A.,http://www.cogepaspa.it/,GARE_undefined,SHADOW_UNVERIFIED,45,MEDIUM,,,,,,,,,,,,,
cmqi64p8m001m2qzyk2v53xl3,Campania,,SITE S.R.L.,http://environet.biz/,GARE_undefined,SHADOW_UNVERIFIED,45,MEDIUM,,,,,,,,,,,,,
cmqi64p8f001i2qzyg6jbisvu,Campania,,I.N.C.O. S.R.L.,http://www.inco-srl.it/,GARE_undefined,SHADOW_UNVERIFIED,45,MEDIUM,,,,,,,,,,,,,
cmqi64p5e00082qzy9sp5lp0v,Campania,,COSTRUZIONI NARDONE SRL,http://www.torronenardone.it/,GARE_undefined,SHADOW_UNVERIFIED,40,MEDIUM,,,,,,,,,,,,,
cmqi64p5i000a2qzyffnt7ran,Campania,,BIOH GROUP FILTRAZIONE SRL,http://www.biohfiltrazione.com/,GARE_undefined,SHADOW_UNVERIFIED,40,MEDIUM,,,,,,,,,,,,,
cmqi64p5m000c2qzy1bohvsfr,Campania,,SVAS BIOSANA SPA,http://www.svas.it/,GARE_undefined,SHADOW_UNVERIFIED,40,OTHER,,,,,,,,,,,,,
cmqi64p65000l2qzyvu2qg0jr,Campania,,PHILIPS S.P.A.,http://www.philips.it/healthcare,GARE_undefined,SHADOW_UNVERIFIED,40,OTHER,,,,,,,,,,,,,
cmqi64p61000j2qzyigl95e7v,Campania,,OLYMPUS ITALIA S.R.L.,https://www.olympus-italia.com/,GARE_undefined,SHADOW_UNVERIFIED,40,OTHER,,,,,,,,,,,,,
cmqi64p6b000o2qzy4x9umz02,Campania,,ZETA COSTRUZIONI SAS,https://www.gruppozetacostruzioni.com/,GARE_undefined,SHADOW_UNVERIFIED,40,OTHER,,,,,,,,,,,,,
cmqi64p6n000u2qzyhdq9x4p8,Campania,,EDWARDS LIFESCIENCES,https://www.edwards.com/it/,GARE_undefined,SHADOW_UNVERIFIED,40,OTHER,,,,,,,,,,,,,
cmqi64p7f00142qzy6xpt4ejg,Campania,,INSTRUMENTATION LABORATORY SPA,https://werfen.com/it,GARE_undefined,SHADOW_UNVERIFIED,40,OTHER,,,,,,,,,,,,,
cmqi64p7b00132qzyhyacgve1,Campania,,IMPRESA RESTA S.R.L.,https://www.corescostruzionierestauri.it/,GARE_undefined,SHADOW_UNVERIFIED,40,OTHER,,,,,,,,,,,,,
cmqi64p7h00152qzyz3kwv3yw,Campania,,SARO COSTRUZIONI SOCIETA A RESPONSABILITA LIMITATA IN SIGLA 'SARO COSTRUZIONI S.R.L.',https://support.google.com/local-guides?p=maps_policies,GARE_undefined,SHADOW_UNVERIFIED,40,OTHER,,,,,,,,,,,,,
cmqi64p87001e2qzywbodtk5h,Campania,,P.F.B. GROUPS SRL,http://bsc-group.it/,GARE_undefined,SHADOW_UNVERIFIED,40,OTHER,,,,,,,,,,,,,
cmqi64p8k001l2qzy34ekvwqu,Campania,,MURZIELLO COSTRUZIONI E PITTURAZIONI,https://www.cerullocostruzioniedilisrl.com/,GARE_undefined,SHADOW_UNVERIFIED,40,OTHER,,,,,,,,,,,,,
cmqi64p8i001k2qzy22im90w6,Campania,,COGEP SRLS,https://cogepsrl.it/,GARE_undefined,SHADOW_UNVERIFIED,40,OTHER,,,,,,,,,,,,,
cmqi64p4z00022qzymkr4og68,Campania,,ALFA INTES S.R.L.,http://www.alfaintes.it/,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p5300042qzywenqun7l,Campania,,TOSCHI PAOLO,https://www.liceotoschi.edu.it/,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p5k000b2qzy9ddau8kj,Campania,,DM TECHNOLOGY,http://www.dmtsrl.it/,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p67000m2qzycssznnq5,Campania,,JOHNSON & JOHNSON MEDICAL S.P.A.,https://www.jnjmedicaldevices.com/it-IT,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p69000n2qzysglp00gj,Campania,,LIFE TECHNOLOGIES ITALIA,https://support.google.com/local-guides?p=maps_policies,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p6k000t2qzyxu2glapy,Campania,,ARROW DIAGNOSTICS SRL,http://www.arrowdiagnostics.it/,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p6y000x2qzyueztbndy,Campania,,GENERAL MEDICAL MERATE,http://www.gm-medical.it/,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p6u000w2qzyuhd1qufs,Campania,,CIR FOOD S.C.,https://support.google.com/local-guides?p=maps_policies,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p7u001a2qzyhhfqlg90,Campania,,FAVERO HEATLH PROJECTS SPA,https://favero.it/,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p7y001b2qzyycusj7m5,Campania,,SHIMADZU ITALIA SRL,https://www.shimadzu.it/index.html,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p8d001h2qzywt3zyzdc,Campania,,DATAGRAF SERVIZI SRL,https://www.datagrafservizi.it/,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p90001s2qzyy0t812nl,Campania,BARONISSI,NAPOLI MATTEO APPALTI E COSTRUZIONI SRL,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p9d001z2qzythuy3ukl,Campania,,CUBE,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p99001x2qzyugl381cw,Campania,,CONSORZIO STABILE TE.CO. S.P.A.,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p9h00212qzy9e6obdvk,Campania,,GRADED S.P.A.,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p9n00232qzyelkanedn,Campania,,DARF S.R.L.,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64p9x00282qzy8f9dnd4k,Campania,,LIFE TECHNOLOGIES EUROPE B.V.,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64pac002g2qzy1cdg835y,Campania,,HELIOS LIFE SRL,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64pbf00302qzy58egmrl1,Campania,,CONSORZIO STABILE MEDIL S.C.A.R.L.,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64pdd003y2qzyp7d5rhqk,Campania,,BAXTER S.P.A.,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64pdf003z2qzykfie3oit,Campania,,BAXTER S.P.A.,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64pdh00402qzycr1w2dfk,Campania,,BERICAH S.P.A.,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64pe000492qzy151t19e6,Campania,,EDIL GEO SNC,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64pi900652qzyddp0jpk8,Campania,,SANOFI AVENTIS SPA,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64phz00602qzyhkwx3f0k,Campania,,RDR SRL,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64pih00682qzyeoh1prx2,Campania,,FENIX CONSORZIO STABILE SCARL,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64pjr006p2qzyula2qe5z,Campania,,LE.DA APPALTI E COSTRUZIONI SRL,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64pjt006q2qzyjvvpoyed,Campania,,SEQIRUS S.R.L.,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
cmqi64pkp00742qzyzpl4xeod,Campania,,CO.GE.PI. COSTRUZIONI GENERALI PIEMONTE,,GARE_undefined,SHADOW_UNVERIFIED,35,OTHER,,,,,,,,,,,,,
